  0.130490E+06  0.478487E+06
  0.143146E+06  0.492601E+06
  0.157029E+06  0.495169E+06
  0.172259E+06  0.511034E+06
  0.188965E+06  0.523298E+06
  0.207292E+06  0.528786E+06
  0.227397E+06  0.561780E+06
  0.249451E+06  0.553196E+06
  0.273644E+06  0.558751E+06
  0.300184E+06  0.569793E+06
  0.329297E+06  0.580776E+06
  0.361234E+06  0.573878E+06
  0.396269E+06  0.602492E+06
  0.434701E+06  0.619212E+06
  0.476861E+06  0.630210E+06
  0.523110E+06  0.619642E+06
  0.573844E+06  0.698063E+06
  0.629499E+06  0.681064E+06
  0.690551E+06  0.705928E+06
  0.757525E+06  0.718309E+06
  0.830994E+06  0.751005E+06
  0.911589E+06  0.776246E+06
  0.100000E+07  0.775261E+06
